Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment
BEBMNS09,Big River Timbers ww Grafton,NSW,0.45,2460,Biomass,24/01/2007,Suspended,0,n/a
HYMCVC02,Notting Hill Micro Hydro - VIC,VIC,0.45,3168,Hydro,1/02/2010,Unsuspended,0,n/a
WD00QL02,Thursday Island,QLD,0.45,4875,Wind,20/06/2001,Unsuspended,0,n/a
SRPVVCC4,CHAH01 Laverton - Solar - VIC,VIC,0.4501,3029,Solar,14/08/2018,Unsuspended,0,n/a
SRPVVCK9,Austco Polar - Solar - VIC,VIC,0.4501,3026,Solar,28/06/2019,Unsuspended,0,n/a
SRPVNS92,Greystanes WIS Solar - NSW,NSW,0.4507,2145,Solar,31/01/2018,Unsuspended,0,n/a
SRPXVC37,Pakenham SRP032 Solar VIC,VIC,0.4508,3810,Solar,12/08/2021,Unsuspended,0,n/a
SRPXNS50,Parkes Hospital - 451.44kW - Solar w SGU - NSW,NSW,0.4514,2870,Solar,10/11/2021,Unsuspended,0,
SRPVQLJ4,Mater Townsville 452kW - Solar - QLD,QLD,0.4521,4812,Solar,29/11/2019,Unsuspended,0,n/a
SRPVVCD1,MMS Donvale Solar - VIC,VIC,0.4522,3111,Solar,22/08/2018,Unsuspended,0,n/a
SRPVNT29,Arlparra Solar Power Station - NT,NT,0.453,872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNSH5,Sell and Parker Blacktown Solar - NSW,NSW,0.4542,2148,Solar,8/03/2019,Unsuspended,0,n/a
SRPVWA46,Meekatharra Solar Power Station WA,WA,0.4546,6642,Solar,6/04/2017,Unsuspended,0,n/a
SRPXVC40,"Point Cook Rd, Point Cook - Solar - VIC",VIC,0.459,3030,Solar,24/08/2021,Unsuspended,0,
SRPVVCC5,Conga Foods Coburg Solar - VIC,VIC,0.46,3058,Solar,7/08/2018,Unsuspended,0,n/a
SRPVSAK6,Adelaide Youth Training Centre - Solar - SA,SA,0.4612,5094,Solar,30/11/2020,Unsuspended,0,
SRPXVC22,ABMT Textiles -SOLAR - VIC,VIC,0.4649,3338,Solar,7/05/2021,Unsuspended,0,n/a
SRPVVCP6,Gilmac - Goornong - Solar - Victoria,VIC,0.4666,3557,Solar,28/11/2019,Unsuspended,0,n/a
SRPVQLC7,Studdock Investment Stage 2 - Solar w SGU - QLD,QLD,0.4677,4556,Solar,21/12/2018,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVNS42,Cootamundra Oil Seed Solar - NSW,NSW,0.4687,2590,Solar,10/11/2015,Unsuspended,0,n/a
SRPVVCD7,O'Brien Group Docklands - Solar - Vic,VIC,0.4721,3008,Solar,25/09/2018,Unsuspended,0,n/a
SRPVVCC7,Ferguson Plarre - Solar - VIC,VIC,0.4747,3042,Solar,25/08/2018,Unsuspended,0,n/a
SRPVQLL3,Bunnings Underwood - Solar - QLD,QLD,0.4749,4119,Solar,7/02/2020,Unsuspended,0,n/a
SRPVNT55,Bunnings Alice Springs - Solar wSGU - NT,NT,0.4754,870,Solar,10/02/2020,Unsuspended,0,n/a
SRPVVCT3,St Vincent's Werribee 0.5 MW Solar VIC,VIC,0.4772,3030,Solar,19/05/2020,Unsuspended,0,n/a
SRPVVCO0,Wodonga Institute of Tafe - Solar w SGU  - VIC,VIC,0.4774,3690,Solar,15/11/2019,Unsuspended,0,n/a
SRPVAC13,Canberra Hospital Building 26 Solar ACT,ACT,0.48,2605,Solar,23/11/2016,Unsuspended,0,n/a
SRPVAC27,Bunnings Gungahlin - Solar - ACT,ACT,0.4802,2912,Solar,27/10/2020,Unsuspended,0,n/a
SRPVQLD3,Ripley Town Centre - Solar - QLD,QLD,0.4806,4306,Solar,8/02/2019,Unsuspended,0,n/a
SRPVWA70,Coastal Lakes College - Solar - WA,WA,0.4918,6180,Solar,13/11/2019,Unsuspended,0,n/a
SRPVSA13,Sabrina 1 Solar - SA,SA,0.495,5111,Solar,16/08/2016,Unsuspended,0,n/a
SRPVQLW8,Volvo Group - Solar - QLD,QLD,0.495,4076,Solar,26/08/2022,Unsuspended,0,
SRPVNSN2,"ISPT Baylis St, Wagga Wagga - Solar - NSW - SGU",NSW,0.4953,2650,Solar,11/12/2019,Unsuspended,0,n/a
SRPVQLH4,Hillbrook Sth - Solar w SGU - QLD,QLD,0.4966,4051,Solar,31/01/2020,Unsuspended,0,n/a
SRPVQLC1,Hope Island Marketplace-Solar-QLD,QLD,0.4983,4212,Solar,10/12/2018,Unsuspended,0,n/a
SRPVQLK8,The Cathedral College Rockhampton - Solar - QLD,QLD,0.4983,4700,Solar,7/02/2020,Unsuspended,0,n/a
SRPVQLU7,Bunnings North Lakes - Solar - QLD,QLD,0.499,4509,Solar,10/01/2022,Unsuspended,0,
SRPVNSA9,Pace Farms Widgelli - Solar - NSW,NSW,0.4992,2680,Solar,7/05/2018,Unsuspended,0,n/a
SRPVVCP5,"ISPT Sydney Rd, Brunswick - Solar w SGU - VIC",VIC,0.4996,3056,Solar,26/11/2019,Unsuspended,0,n/a
SRPXNS02,V&N Glass Pty Ltd - Solar - NSW,NSW,0.4996,2164,Solar,12/02/2021,Unsuspended,0,n/a
SRPVVCH6,Catholic Regional College Sydenham Solar - VIC,VIC,0.4998,3037,Solar,15/03/2019,Unsuspended,0,n/a
SRPVSAH6,Collins Transport - Wingfield - Solar - SA,SA,0.4999,5013,Solar,6/04/2020,Unsuspended,0,n/a
SRPXVC52,ECHUCA_SOLAR_VIC,VIC,0.4999,3564,Solar,15/10/2021,Unsuspended,0,
BEBGQL25,Strathane Agricultural Waste - QLD,QLD,0.5,4361,Biomass,28/04/2016,Unsuspended,0,n/a
BEBGVC15,Eaglehawk - LFG - VIC,VIC,0.5,3556,Biomass,16/07/2008,Unsuspended,0,n/a
SRPVVC08,Bridgewater Solar - VIC,VIC,0.5,3516,Solar,9/10/2013,Unsuspended,0,n/a
SRPVVC14,TT Steel Solar - VIC,VIC,0.5,3026,Solar,25/07/2014,Unsuspended,0,n/a
SRPVVC22,Toyota Motor Corporation Australia Altona - Solar - VIC,VIC,0.5,3025,Solar,2/09/2015,Unsuspended,0,n/a
SRPVVCA5,FJ Lenne Ardmona Solar - VIC,VIC,0.5,3629,Solar,9/05/2018,Unsuspended,0,n/a
SRPVVCC2,Stockland Mall Traralgon - Solar - VIC,VIC,0.5001,3844,Solar,27/07/2018,Unsuspended,0,n/a
SRPVAC17,IKEA Canberra Solar - ACT,ACT,0.5002,2609,Solar,19/04/2018,Unsuspended,0,n/a
SRPVNSE0,HJ Heinz Solar System - NSW,NSW,0.5002,2650,Solar,23/08/2018,Unsuspended,0,n/a
SRPXVC29,Sigma Healthcare Truganina - Solar - VIC,VIC,0.5002,3029,Solar,17/06/2021,Unsuspended,0,n/a
SRPVVCJ8,Confoil Bayswater - Solar - VIC,VIC,0.5005,3153,Solar,8/11/2019,Unsuspended,0,n/a
SRPVVC25,Masalki Cool Stores Solar - VIC,VIC,0.5006,3631,Solar,16/12/2015,Unsuspended,0,n/a
SRPVQLL8,Aspley Homemaker City - Solar - QLD,QLD,0.5008,4034,Solar,6/03/2020,Unsuspended,0,n/a
SRPXNS14,CleanPeak Energy - Dubbo - Solar - NSW,NSW,0.5009,2830,Solar,31/03/2021,Unsuspended,0,n/a
SRPXVC65,Ozito efm frasers Dandenong South No.1 - Solar PV - VIC,VIC,0.5013,3175,Solar,16/12/2021,Unsuspended,0,n/a
SRPVVCM9,Hussey & Co Somerville wSGU Solar - VIC,VIC,0.5014,3912,Solar,12/09/2019,Unsuspended,0,n/a
SRPVQLE4,Stockland Cleveland - Solar - QLD,QLD,0.5023,4163,Solar,17/05/2019,Unsuspended,0,n/a
SRPVQL73,IKEA North Lakes Solar - QLD,QLD,0.5027,4509,Solar,11/04/2018,Unsuspended,0,n/a
SRPVNT32,Yuendumu Solar Power Station - NT,NT,0.5037,872,Solar,1/02/2018,Unsuspended,0,n/a
SRPVNT34,Ramingining Solar Power Station - NT,NT,0.5037,822,Solar,9/02/2018,Unsuspended,0,n/a
SRPVNSA3,AIT Gunnedah - Solar - NSW,NSW,0.504,2380,Solar,3/04/2018,Unsuspended,0,n/a
SRPVNSJ4,Willinga Park - HNCD - Solar - NSW,NSW,0.5044,2539,Solar,11/07/2019,Unsuspended,0,n/a
SRPVQLQ1,CleanPeak Energy - Allenstown - Solar - QLD,QLD,0.5044,4700,Solar,4/01/2021,Unsuspended,0,n/a
SRPVQL77,St Peters Lutheran College Indooroopilly Solar - QLD,QLD,0.5045,4068,Solar,22/05/2018,Unsuspended,0,n/a
SRPVNSG3,Waverleigh Narromine Solar - NSW,NSW,0.5049,2821,Solar,11/01/2019,Unsuspended,0,n/a
BEBGQL04,Molendinar Landfill,QLD,0.505,4214,Biomass,9/04/2002,Suspended,0,n/a
BEBGQL08,Reedy Creek,QLD,0.505,4228,Biomass,6/08/2002,Suspended,0,n/a
SRPXNS28,Marleyspoon - Solar - NSW,NSW,0.506,2164,Solar,9/08/2021,Unsuspended,0,n/a
SRPVNSX8,Euston Club Microgrid - Solar wSGU - NSW,NSW,0.5063,2737,Solar,9/12/2020,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPXNS27,"Tyree Place, Braemar - Solar - NSW",NSW,0.5084,2575,Solar,3/08/2021,Unsuspended,0,n/a
SRPVVC48,Midland Highway Orrvale - Solar - VIC,VIC,0.509,3631,Solar,22/06/2017,Unsuspended,0,n/a
SRPVQLM5,Bunnings Cannon Hill - Solar - QLD,QLD,0.5096,4170,Solar,27/04/2020,Unsuspended,0,n/a
SRPVQLM0,Bunnings Oxenford - Solar - QLD,QLD,0.51,4210,Solar,10/02/2020,Unsuspended,0,n/a
SRPVQL80,Alexandra Hills Shopping Centre  - Solar - QLD,QLD,0.5118,4161,Solar,1/06/2018,Unsuspended,0,n/a
SRPVSAD3,SA Aquatic & Leisure Centre - Solar - SA,SA,0.512,5046,Solar,2/08/2019,Unsuspended,0,n/a
SRPVVCW5,RACV Torquay Resort - Solar - VIC,VIC,0.5158,3228,Solar,7/07/2020,Unsuspended,0,n/a
SRPVQL33,Dobinsons Spring & Suspension - QLD,QLD,0.518,4701,Solar,26/07/2016,Unsuspended,0,n/a
SRPVNS61,Sydney Renewable Power Company - Solar - NSW,NSW,0.52,2009,Solar,22/11/2016,Unsuspended,0,n/a
SRPVQL82,Caboolture Square Shopping Centre Solar Qld,QLD,0.5204,4510,Solar,12/06/2018,Unsuspended,0,n/a
SRPVQLP2,Domain Building I2 - Solar - QLD,QLD,0.5214,4814,Solar,6/11/2020,Unsuspended,0,n/a
SRPVWAF4,BROLOS WELSHPOOL - SOLAR - WA,WA,0.5224,6106,Solar,27/05/2022,Unsuspended,0,
SRPVVCM4,Della Rosa Campbellfield Solar - VIC,VIC,0.525,3061,Solar,1/08/2019,Unsuspended,0,n/a
SRPVVC77,Todae Solar - MDL Scoresby Solar VIC,VIC,0.528,3179,Solar,2/03/2018,Unsuspended,0,n/a
SRPVNST5,Todae Solar - EE Glendenning 0.149MW - Solar NSW,NSW,0.5292,2761,Solar,10/02/2020,Unsuspended,0,n/a
SRPVSA37,Redmud Green Energy 18 - Solar - SA,SA,0.53,5340,Solar,14/02/2018,Unsuspended,0,n/a
SRPXNS36,Energy Bay - Artarmon Home HQ - Solar wSGU - NSW,NSW,0.5304,2064,Solar,6/09/2021,Unsuspended,0,
SRPVVCE5,Proform Solutions Swan Hill - Solar w SGU - VIC,VIC,0.532,3585,Solar,17/10/2018,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVVCI4,Melbourne Museum - Solar - VIC,VIC,0.5333,3053,Solar,12/04/2019,Unsuspended,0,n/a
SRPVNS55,Baxter Healthcare - Todae Solar PV - Old Toongabbie - NSW,NSW,0.5353,2146,Solar,10/06/2016,Unsuspended,0,n/a
SRPVNSP7,Bankstown District Solar - NSW,NSW,0.5398,2200,Solar,19/02/2020,Unsuspended,0,n/a
SRPVQLK4,Bunnings Manly West - Solar - QLD,QLD,0.54,4179,Solar,30/01/2020,Unsuspended,0,n/a
SRPVSAG4,Brickworks Marketplace - Solar - SA,SA,0.5443,5031,Solar,17/12/2019,Unsuspended,0,n/a
SRPVNT58,Oasis Shopping Village - Solar - NT,NT,0.5476,830,Solar,15/06/2020,Unsuspended,0,n/a
BEBGNS21,Liverpool Sewage Treatment - Cogeneration Plant - NSW,NSW,0.548,2170,Biomass,25/09/2009,Unsuspended,0,n/a
SRPXNS07,Medline International Two - Solar w SGU - NSW,NSW,0.5497,2765,Solar,25/02/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVNS98,Sydney Airport T1 Carpark - Solar - NSW,NSW,0.5498,2020,Solar,16/02/2018,Unsuspended,0,n/a
SRPVQLC6,Stockland Mall Birtinya - Solar - QLD,QLD,0.5498,4575,Solar,20/12/2018,Unsuspended,0,n/a
SRPVQLV7,My Centre Nerang - Solar - QLD,QLD,0.5499,4211,Solar,7/04/2022,Unsuspended,0,
SRPXNS13,Canterbury Hospital 551.86kW - Solar w SGU - NSW,NSW,0.5519,2194,Solar,26/03/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVNST3,Park Beach Plaza Coffs Harbour Solar - NSW,NSW,0.554,2450,Solar,1/02/2021,Unsuspended,0,n/a
SRPVVCP7,"VICINITY Millers Road, Altona North - Solar - VIC",VIC,0.5585,3025,Solar,5/12/2019,Unsuspended,0,n/a
BEBGQL32,Bettapork-Waste-QLD,QLD,0.56,4715,Biomass,19/02/2020,Unsuspended,0,n/a
HYMCTA03,Humboldt Micro Hydro Maydena - TAS,TAS,0.56,7140,Hydro,23/06/2014,Unsuspended,0,n/a
HYMCVC01,Mt View Micro Hydro - VIC,VIC,0.56,3150,Hydro,1/02/2010,Unsuspended,0,n/a
SRPVQLA2,Friendly Society Private Hospital  Bundaberg - Solar - QLD,QLD,0.5642,4670,Solar,19/09/2018,Unsuspended,0,n/a
SRPVQLK5,Bunnings West Ipswich - Solar - QLD,QLD,0.5715,4305,Solar,30/01/2020,Unsuspended,0,n/a
SRPVNSV9,Lake Macquarie Fair Solar PV NSW,NSW,0.574,2290,Solar,23/10/2020,Unsuspended,0,n/a
SRPVQLN1,Bunnings Maroochydore - Solar - QLD,QLD,0.5749,4558,Solar,27/04/2020,Unsuspended,0,n/a
SRPVVC12,Piangil Solar - VIC,VIC,0.5752,3597,Solar,18/06/2014,Unsuspended,0,n/a
SRPXNS79,Kitchen Group Solar PV NSW,NSW,0.5787,2250,Solar,2/05/2022,Unsuspended,0,
SRPVTA06,SRT Logistics Devonport - Solar - Tas,TAS,0.5842,7310,Solar,20/08/2018,Unsuspended,0,n/a
SRPVWA74,Aveley Secondary College - Solar - WA,WA,0.5862,6069,Solar,21/11/2018,Unsuspended,0,n/a
SRPVNSK5,Elizabeth Macarthur Agricultural Institute Solar - NSW,NSW,0.5865,2568,Solar,7/08/2019,Unsuspended,0,n/a
SRPVNSA6,Hillsong Church Castle Hill Solar - NSW,NSW,0.5942,2153,Solar,27/04/2018,Unsuspended,0,n/a
SRPXVC38,Moorabbin Airport - Solar - VIC,VIC,0.5987,3194,Solar,12/08/2021,Unsuspended,0,n/a
SRPXNS52,Cobar Water Board Hermidale - Solar - NSW,NSW,0.5997,2831,Solar,17/11/2021,Unsuspended,0,
SRPXNS51,Cobar Water Board Nyngan - Solar - NSW,NSW,0.5997,2825,Solar,17/11/2021,Unsuspended,0,
SRPVVCO9,"ISPT Mitchell St, Bendigo - Solar - VIC",VIC,0.5999,3550,Solar,19/11/2019,Unsuspended,0,n/a
BEBLNS02,Hume Highway Woomargama Biodiesel - NSW,NSW,0.6,2644,Biomass,20/03/2011,Suspended,0,n/a
BEBMVC04,Australian Tartaric Products - Grape Marc - VIC,VIC,0.6,3494,Biomass,1/05/2014,Unsuspended,0,n/a
HYMCNS07,Googong Micro Hydro,NSW,0.6,2620,Hydro,5/07/2016,Unsuspended,0,n/a
SRPVAC08,Amaroo Solar - ACT,ACT,0.6,2914,Solar,23/12/2015,Unsuspended,0,n/a
SRPVSA19,Redmud Green Energy 4 - Solar - SA,SA,0.6,5343,Solar,18/01/2017,Unsuspended,0,n/a
WD00NS01,Kooragang Island Wind Turbine,NSW,0.6,2304,Wind,1/04/2001,Suspended,0,n/a
WD00TA10,The Gums Woolnorth - Wind - TAS,TAS,0.6,7330,Wind,24/06/2016,Unsuspended,0,n/a
WD00WA07,Bremer Bay Wind,WA,0.6,6338,Wind,30/04/2005,Unsuspended,0,n/a
WD00WA10,Coral Bay Wind - WA,WA,0.6,6701,Wind,17/08/2007,Unsuspended,0,n/a
SRPVQLS7,Holmwood Highgate Loganholme - SOLAR - Qld,QLD,0.6,4129,Solar,30/07/2021,Unsuspended,0,n/a
SRPXVC60,Goodman McCormick Solar System - Solar - VIC,VIC,0.6001,3194,Solar,7/11/2021,Unsuspended,0,
SRPVNSI6,CHAH02 - Charter Hall Lion Nathan - Solar - NSW,NSW,0.6002,2190,Solar,24/06/2019,Unsuspended,0,n/a
SRPVVCW2,RACV Noble Park - Solar - VIC,VIC,0.6002,3174,Solar,7/07/2020,Unsuspended,0,n/a
SRPVSA34,Bickfords Australia - Salisbury Factory - Solar - SA,SA,0.6003,5106,Solar,22/12/2017,Unsuspended,0,n/a
SRPVQLX1,Digga Australia Yatala - Solar - QLD,QLD,0.6003,4207,Solar,7/11/2022,Unsuspended,0,
SRPXVC85,Dexus Hello Fresh - Solar - VIC,VIC,0.6003,3023,Solar,13/06/2022,Unsuspended,0,
SRPVNSO5,Blaney Cold Storage - Solar - NSW,NSW,0.6008,2799,Solar,24/02/2020,Unsuspended,0,n/a
SRPVNSH9,MPC Alphadale 0.6MW - Solar NSW,NSW,0.6016,2480,Solar,4/04/2019,Unsuspended,0,n/a
SRPVVCA4,Interpack Solar System - VIC,VIC,0.6048,3023,Solar,11/05/2018,Unsuspended,0,n/a
SRPXNS82,Morpeth WWTW - Solar - NSW,NSW,0.6048,2321,Solar,26/05/2022,Unsuspended,0,
SRPVVCV1,Presbyterian Ladies College Burwood Solar - VIC,VIC,0.6053,3125,Solar,21/04/2020,Unsuspended,0,n/a
SRPVNSI3,Port Macquarie Base Hospital - Solar - NSW,NSW,0.6099,2444,Solar,10/05/2019,Unsuspended,0,n/a
SRPVQLI3,CleanPeak Energy - Bribie Island - Solar - QLD,QLD,0.6124,4507,Solar,23/10/2019,Unsuspended,0,n/a
SRPVVCM3,"VICINITY Victoria St, Richmond - Solar - VIC",VIC,0.6124,3121,Solar,2/08/2019,Unsuspended,0,n/a
SRPXVC82,GPE - Henkel Kilsyth - Solar - VIC,VIC,0.6129,3137,Solar,27/05/2022,Unsuspended,0,
SRPVNS21,Bungendore - Capital East Solar Farm - NSW,NSW,0.6156,2621,Solar,13/09/2013,Unsuspended,0,n/a
BEBGNS19,Wollongong Sewage Treatment Plant - NSW,NSW,0.625,2500,Biomass,4/08/2009,Unsuspended,0,n/a
BEBGNS20,Glenfield Sewage Treatment Plant - NSW,NSW,0.625,2167,Biomass,28/08/2009,Unsuspended,0,n/a
SRPVSAQ4,Oldham Road Elizabeth South - Solar w SGU - SA,SA,0.6275,5112,Solar,18/07/2022,Unsuspended,0,
SRPVQLF5,St Paul's School - Solar - QLD,QLD,0.6276,4036,Solar,16/07/2019,Unsuspended,0,n/a
SRPVSA90,Mt Gambier - Solar - SA,SA,0.629,5290,Solar,13/12/2018,Unsuspended,0,n/a
SRPVQLI4,Bunnings Burleigh Waters Solar - QLD,QLD,0.6292,4220,Solar,1/11/2019,Unsuspended,0,n/a
HYMIAC01,Stromlo - Hydro - ACT,ACT,0.63,2611,Hydro,26/03/2002,Unsuspended,0,n/a
SRPVVC87,Knox - Solar - VIC,VIC,0.6311,3152,Solar,18/04/2018,Unsuspended,0,n/a
SRPXNS87,"McLaurin Road, Ettamogah - Solar - NSW",NSW,0.6323,2640,Solar,24/02/2022,Unsuspended,0,
SRPVVCJ2,VICINITY Hanover St Oakleigh - Solar - VIC,VIC,0.6346,3166,Solar,17/04/2019,Unsuspended,0,n/a
BEBGQL10,Whitwood Road LFG,QLD,0.635,4305,Biomass,9/07/2004,Unsuspended,0,n/a
SRPVQL31,The Pines Elanora - Solar - QLD,QLD,0.636,4221,Solar,29/06/2016,Unsuspended,0,n/a
SRPVQLM3,"AUS ZOO Steve Irwin Way, Beerwah - Solar - QLD",QLD,0.6386,4519,Solar,31/03/2020,Unsuspended,0,n/a
SRPVNSR6,Charles Sturt University Orange 0.64MW - Solar NSW,NSW,0.6408,2800,Solar,14/02/2020,Unsuspended,0,n/a
SRPVVCI9,Stockland - The Pines Shopping Centre - Solar - VIC,VIC,0.6434,3109,Solar,1/05/2019,Unsuspended,0,n/a
SRPVSA78,Westfield Marion Solar SA,SA,0.6477,5046,Solar,12/11/2018,Unsuspended,0,n/a
SRPVSAI3,JT JOHNSON - SOLAR - SA,SA,0.6486,5373,Solar,13/02/2020,Unsuspended,0,n/a
SRPVNS37,IKEA Marsden Park - Solar - NSW,NSW,0.65,2765,Solar,16/07/2015,Unsuspended,0,n/a
SRPVSAE0,Aldi Regency Park DC - Solar - SA,SA,0.65,5010,Solar,16/09/2019,Unsuspended,0,n/a
SRPXNSB9,Bunnings Castle Hill - Solar - NSW,NSW,0.65,2154,Solar,5/12/2022,Unsuspended,0,
SRPXVC50,"Lion-Beer, Spirit & Wine Pty Ltd - 650.4KW - Solar - VIC",VIC,0.6504,3220,Solar,1/10/2021,Unsuspended,0,n/a
SRPVSA79,PepsiCo Regency Park - Solar - SA,SA,0.6508,5010,Solar,9/11/2018,Unsuspended,0,n/a
SRPVNT14,Alice Springs Airport Carpark Solar - NT,NT,0.6513,870,Solar,21/11/2014,Unsuspended,0,n/a
SRPVQLW2,Beenleigh Marketplace Solar PV QLD,QLD,0.6553,4207,Solar,30/06/2022,Unsuspended,0,
SRPXVC25,Latrobe Regional Hospital-Solar-Vic,VIC,0.6565,3844,Solar,16/06/2021,Unsuspended,0,
SRPVNSU8,Fairfield Hospital Solar PV NSW,NSW,0.6588,2176,Solar,31/08/2020,Unsuspended,0,n/a
SRPVWA53,NorthamBV - Solar - WA,WA,0.6652,6401,Solar,8/11/2017,Unsuspended,0,n/a
SRPXNS64,Mirvac Energy - Locomotive Shed - Solar - NSW,NSW,0.6693,2015,Solar,23/02/2022,Unsuspended,0,
SRPVWA73,CCGS-SOLAR-WA,WA,0.6694,6010,Solar,13/12/2018,Unsuspended,0,n/a
SRPVNSO0,Ferrero Australia - Solar - NSW,NSW,0.6731,2790,Solar,29/01/2020,Unsuspended,0,n/a
SRPXNS97,Edmondson Park South CCP Solar NSW,NSW,0.6777,2174,Solar,22/08/2022,Unsuspended,0,
SRPVQLK3,Sheldon College- Solar w SGU-QLD,QLD,0.6784,4157,Solar,29/11/2019,Unsuspended,0,n/a
SRPVNS24,Tacca - Todae Solar PV - Moorebank -NSW,NSW,0.686,2170,Solar,9/04/2014,Unsuspended,0,n/a
SRPVVCC8,Newbridge Solar Plant - VIC,VIC,0.69,3551,Solar,27/08/2018,Unsuspended,0,n/a
SRPVNT54,Gunbalanya (Oenpelli) Solar Power Station - NT,NT,0.6909,822,Solar,19/03/2019,Unsuspended,0,n/a
SRPVQLQ7,Northern WWTP Ground Mount - Solar w SGU - QLD,QLD,0.691,4870,Solar,22/01/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVQLQ8,Southern WWTP Ground Mount - Solar w SGU - QLD,QLD,0.691,4868,Solar,22/01/2021,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVAC26,LDK Greenway Pty Ltd - Solar - ACT,ACT,0.6915,2900,Solar,6/10/2020,Unsuspended,0,n/a
SRPVWAA2,Coca-Cola Amatil Pty Ltd - Solar - WA,WA,0.6925,6105,Solar,22/11/2019,Unsuspended,0,n/a
SRPXNS53,Leppington Railway Station - Solar - NSW,NSW,0.6938,2179,Solar,16/11/2021,Unsuspended,0,
SRPXVC06,Monash University Power Station Peninsula - Solar - VIC,VIC,0.695,3199,Solar,22/01/2021,Unsuspended,0,n/a
SRPVVCR0,ColdXpress Rowville Solar - VIC,VIC,0.6969,3178,Solar,12/02/2020,Unsuspended,0,n/a
SRPVQLE3,Woods Grain Goondiwindi Solar - QLD,QLD,0.6977,4390,Solar,3/05/2019,Unsuspended,0,n/a
SRPVVCD5,Mt Derrimut Rd Derrimut Solar - VIC,VIC,0.6977,3026,Solar,17/09/2018,Unsuspended,0,n/a
SPRVVCQ8,Bairnsdale District health Services - Solar - VIC,VIC,0.6998,3875,Solar,10/02/2020,Unsuspended,0,n/a
SRPVVCN8,Frewstall - Solar w SGU - VIC,VIC,0.7004,3380,Solar,1/11/2019,Unsuspended,0,n/a
BEBGVC23,Melton Recycled Water Plant - Waste - VIC,VIC,0.7012,3024,Biomass,14/08/2020,Unsuspended,0,n/a
SRPVSA71,Scholle IPN -Solar - SA,SA,0.7022,5113,Solar,17/09/2018,Unsuspended,0,n/a
SRPXNS77,Hebel Somersby - Solar - NSW,NSW,0.703,2250,Solar,18/05/2022,Unsuspended,0,
SRPVSA24,Yalumba Winery Solar system (Oxford Landing) - SA,SA,0.71,5355,Solar,27/03/2017,Unsuspended,0,n/a
SRPVVC21,IKEA Richmond - Solar - VIC,VIC,0.721,3121,Solar,17/04/2015,Unsuspended,0,n/a
SRPVQLT8,58 Kingston Drive-Solar-QLD,QLD,0.7257,4212,Solar,19/12/2021,Unsuspended,0,
SRPVVCT6,AMASYA-SOLAR-VIC,VIC,0.727,3062,Solar,27/02/2020,Unsuspended,0,n/a
SRPVQL18,IKEA Logan - Solar - QLD,QLD,0.741,4127,Solar,14/05/2015,Unsuspended,0,n/a
SRPVVCX4,La Trobe University Sports Park - Solar w SGU - Vic,VIC,0.7424,3083,Solar,6/08/2020,Unsuspended,0,The installed capacity includes capacity that received small-scale technology certificates (STCs) under the Small-scale Renewable Energy Target (SRES). 
SRPVSAH2,CleanPeak Energy - Southgate Square - Solar - SA,SA,0.7441,5162,Solar,22/04/2020,Unsuspended,0,n/a
SRPVNSO6,Green Camel Cobbitty - Solar - NSW,NSW,0.7456,2570,Solar,19/02/2020,Unsuspended,0,n/a
SRPXVC73,Woolworths DC Melbourne Fresh MSB2 3953 - Solar - VIC,VIC,0.7488,3029,Solar,18/12/2021,Unsuspended,0,
SRPXVC72,Woolworths DC Melbourne Fresh MSB1 3953 - Solar - VIC,VIC,0.7488,3029,Solar,18/12/2021,Unsuspended,0,
SRPVNSN3,Bunnings Caringbah Solar - NSW,NSW,0.7501,2229,Solar,11/12/2019,Unsuspended,0,n/a
SRPVVC69,Callister St Shepparton Solar - VIC,VIC,0.7506,3630,Solar,2/01/2018,Unsuspended,0,n/a
SRPVNSM4,PFD Foodservices - Solar - NSW,NSW,0.7524,2190,Solar,8/11/2019,Unsuspended,0,n/a
SRPVNSZ5,CleanPeak Energy - Goulburn - Solar - NSW,NSW,0.7524,2580,Solar,4/01/2021,Unsuspended,0,n/a
SRPVQLC8,Narangba - Solar - QLD,QLD,0.7538,4504,Solar,2/01/2019,Unsuspended,0,n/a
SRPVVCE2,Kingspan Insulation - Solar - VIC,VIC,0.7543,3062,Solar,11/10/2018,Unsuspended,0,n/a
